X1,log(X1),X2,log(X2),Y,X3,X4,log(X4),X5,log(X5),X6,X8,X9,X10,X11,X12,X13,X14,X16,X17,X18,log(X18),X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31
108,4.682131227,51,3.931825633,185.8,396.8,54086,10.89833065,22872,10.03766873,11.1,41.2,39.8,42.7,2.57,61.6,24.7,27.4,7.3,42.6,12.9,2.557227311,61.6,6.4,73.6,60.3,54.6,29,15.1,98.0117724,0.239808153,0.553738827,0.318290822,62.51130199,3.468663776
5438,8.601166625,1716,7.44775128,145.3,486.7,83152,11.32842554,976396,13.79162352,10.4,40.3,38.6,41.9,2.75,50.2,11.9,26.6,17.3,20.3,23.7,3.165475048,60.4,7.6,73.6,60.3,54.8,28,14.8,66.58389459,14.42136222,5.689873516,9.880649013,51.96451241,4.871361927
58,4.060443011,26,3.258096538,194.3,449.2,41446,10.63214665,10283,9.238247325,15.8,39.9,39.4,40.2,2.49,55.4,25.7,55.3,2.4,35.1,15,2.708050201,62.8,3,62.1,43.3,32.4,36,17.5,94.61717839,0.068013991,0.097162845,0.563544501,52.14513361,2.718894009
48,3.871201011,25,3.218875825,275.9,528.6,25473,10.14537435,6752,8.817594036,35,41.9,39.9,45.1,2.2,44.6,32.8,35.8,0,42.5,3.4,1.223775432,29,12.2,41.5,30.3,29.2,52.4,37.1,96.95181908,0.941143419,0.505689001,0.014046917,42.14760406,2.731512325
1019,6.926577033,423,6.047372179,187.2,472.8,38840,10.56720592,156791,11.96266899,18.5,44.3,43.2,45.6,2.32,53.9,13,38,6.5,34.8,13.6,2.610069793,51.3,8.2,64.3,46.3,41.1,40.2,20.3,94.64440645,1.933627641,0.58372461,0.79616209,50.28831243,4.794040316
186,5.225746674,81,4.394449155,169.1,387.6,52785,10.87398234,48435,10.78797797,16.9,35.5,34.5,36.6,3.04,52.1,19.4,36.3,5,36,9.3,2.2300144,56.9,6.5,57.7,46.3,39,32.6,20.5,91.7194474,0.784272051,0.312433581,4.055260361,53.23829981,5.556068297
1962.667684,7.58205989,10,2.302585093,148.2,453.5494221,59773,10.99830933,5806,8.666647145,9.7,34.9,34.3,37,2.84,68,38.7,29,14.8,35.6,12.7,2.541601993,64.4,3,69.7,62.01598894,45.1,25.2,11.8,84.85793486,0.554400554,0.277200277,12.21413721,71.40009965,4.250386399
542,6.295266001,173,5.153291594,173.2,495.4,63964,11.0660757,152238,11.93320036,10.7,35.1,34.1,35.8,2.99,57.5,14.2,39.2,5.2,35.6,15.2,2.721295428,63.4,8.7,72.3,61.4,55,22.6,12.9,78.01085482,17.54613297,1.008141113,1.242876526,61.33374058,4.002336389
81,4.394449155,27,3.295836866,150.6,455.9,46840,10.75449282,14871,9.607168287,15.8,42.4,41.4,43.3,2.63,52.6,19.5,39.2,9.7,36.1,10,2.302585093,53.9,5.3,62.2,49.6,40.5,35.3,20,77.93436819,16.19689542,0.313180828,1.756535948,54.51100686,6.672760512
107,4.672828834,37,3.610917913,131.8,412.7,48683,10.79308517,20455,9.92598263,11.7,43.1,42.4,44,2.32,58.7,18.5,41.1,4.8,46.3,9.3,2.2300144,62.2,5.5,69.4,52.8,44.4,35.7,17.8,97.79765667,0.486168506,0.116680441,0.486168506,53.72316126,6.550868486
274,5.613128106,112,4.718498871,183.7,463.3,49616,10.81206864,43386,10.67789209,12.9,45.8,44.3,47.2,2.21,50.7,11.9,30.9,8.3,30.7,20.2,3.005682604,60.9,6.8,63.7,47.1,39.1,45.7,26.7,94.90628848,0.930274978,1.051119522,0.262209859,47.13228735,3.546703589
141,4.94875989,57,4.043051268,174.6,460.7,36734,10.51145804,19052,9.854927362,19.2,50.8,50.7,50.8,2.21,55.9,26.7,32.6,9.3,33.6,12.9,2.557227311,42.5,13.1,55.5,46.62539253,28.6,43.2,20.5,95.96111082,0.05171433,0.553343331,0.160314423,50.94274147,4.703476483
1962.667684,7.58205989,497,6.208590026,167.9,453.5494221,70868,11.16857427,344151,12.74883579,7.6,37.9,37.2,38.7,2.7,54.4,15.9,32.3,9.6,28.4,20,2.995732274,68.4,6.2,79.3,46.11243393,60.6,25.7,12.9,85.6646515,4.901347251,4.089277491,1.694099727,56.43371868,6.191392604
15,2.708050201,6,1.791759469,133.8,364,44562,10.70463676,2399,7.782807263,13.9,49.8,49.4,49.9,2.44,50.9,27.1,25.4,1.7,35.1,14.7,2.687847494,52.8,6.4,60.2,41.3,31.4,45.7,22.7,91.71247357,1.226215645,1.226215645,1.691331924,49.00105152,5.925925926
415,6.02827852,164,5.099866428,194.8,516.6,56645,10.944559,64180,11.06944691,13.1,41.8,40.2,42.8,2.61,48.7,15.6,36.5,9.1,38.6,14.3,2.660259537,55.8,10.6,69.1,54.3,50.4,35.2,18.7,80.25184275,14.02487715,0.97972973,2.315724816,49.59953998,5.98109071
1526,7.330405212,667,6.502790046,214.3,485.1,35681,10.48237361,315685,12.66250016,28.8,34.6,34,35.4,2.2,28.6,16.1,24.9,14.5,23.6,18.3,2.90690106,56.7,12.4,55.5,46.4,41,35.3,23.9,45.74547743,47.68475696,2.845367312,0.820827434,24.42907814,4.685604704
81,4.394449155,37,3.610917913,209.6,464.8,44139,10.69509902,14974,9.614070643,18,38.6,37.4,42.1,2.46,52.3,30.8,51.2,1.5,43.6,8.6,2.151762203,45.5,6.3,61.3,43.10372016,42.4,32.7,18.1,86.87160212,11.21551782,0.053694879,0.154372777,53.6840209,5.144490314
215,5.370638028,90,4.49980967,190.1,462.1,50302,10.82580012,38987,10.57098354,11.3,41.2,39.7,42.8,2.53,55.2,15.6,40.5,3.9,45.1,10.7,2.370243741,58.2,9.1,71.9,55.4,51.5,34.2,17.8,94.44317518,1.896275988,0.385855355,0.390932399,55.08958456,4.636217581
58,4.060443011,28,3.33220451,212,463.2,41891,10.64282629,10207,9.230829038,14.3,39.3,37.8,41.1,2.45,52.1,9.5,23.6,5.2,47.7,8.6,2.151762203,60.8,5.6,70.4,57.9,50.7,30.1,15.3,93.84585136,2.998427055,0.245772709,0.344081793,53.51014041,5.366726297
254,5.537334267,110,4.700480366,187.2,429.3,68352,11.1324261,63344,11.05633547,7.2,38.8,37,40,2.61,61.4,18.3,35,9.1,26.7,25.5,3.238678452,66.2,3.7,82,70.1,63.7,20.4,8.9,94.44894317,1.239444068,2.26074598,0.180132538,60.77909614,6.821562655
1573,7.360739903,534,6.280395839,162.6,490.4,65813,11.09457267,271863,12.51305354,11.1,40.7,38.7,42.5,2.45,48.7,8.7,37.2,10.8,31.2,17.7,2.87356464,59.5,8.3,74.1,63.44137909,49.9,33.7,17.5,81.46860186,5.61707268,4.157622124,3.186119296,48.23231138,4.578351666
228,5.429345629,109,4.691347882,206.2,428.1,34949,10.46164513,46017,10.73676617,26.4,41,39.8,41.8,2.52,47.8,26.5,39.4,4.8,39.6,7.7,2.041220329,43.6257864,10.3,52.7,41.73861727,36.1,40.7,26.8,63.86387253,33.20055421,0.528229997,1.075943886,45.68305405,4.348232654
34,3.526360525,15,2.708050201,205,459.8,36891,10.5157229,5526,8.617219505,21.9,43,39,48.3,2.44,39.8,31.7,41,0,35.2,8.4,2.128231706,49.2,12.7,57.4,43.9,27.4,37.5,20.2,63.41120675,35.25382048,0.386439487,0.491832074,44.7804878,7.282913165
1962.667684,7.58205989,20,2.995732274,146.2,453.5494221,55292,10.92038351,9796,9.189729418,14.2,32.7,31.4,33.9,2.55,51.3,5.3,22.9,5.2,27.2,20.1,3.000719815,63.6,3.1,84.2,66.5,52.3,27.8,10.3,93.11227101,0.777811892,1.862654795,0.900624296,53.92584515,6.221294363
44,3.784189634,22,3.091042453,170.6,331.3,34312,10.44325043,12965,9.470008698,29.5,40.7,40.3,42.2,3.32,45.9,30.9,45.6,1.2,41.8,5.9,1.774952351,43.2,13.8,56.4,43.9,37.7,33.4,16.6,71.83549124,25.3541508,0.159939071,0.898705255,55.44835414,3.861652116
1931,7.565793282,592,6.383506635,133.4,399,88516,11.39093861,716087,13.48155695,8.8,35.5,34.6,36.3,3.17,58.7,15.2,28.8,8.8,17.5,28,3.33220451,63.7,5.1,74,66.2,60,17.3,9.8,52.50671775,20.84468147,18.38740694,5.415664764,65.81954333,5.338507619
45,3.80666249,19,2.944438979,163,394.5,50758,10.83482452,10520,9.261033486,10.3,34.2,33.8,35,2.87,56.8,20.8,35.5,2,33.2,9.5,2.251291799,67.8,6.4,70.3,58.8,49.9,25.7,14.2,91.21839954,2.128872838,0.142558449,2.927200152,54.87066593,6.487488415
115,4.744932128,58,4.060443011,159.2,338,48497,10.78925722,22354,10.01476055,13,48.3,47.1,49.2,2.39,55,16,46.7,5,36.3,13.8,2.624668592,51.9,4.1,69.3,48.9,39.5,35,15.6,93.75334165,2.86936375,0.699518802,0.770807343,53.65382552,6.476146578
3438,8.142645186,1118,7.019296654,165.3,493.4,71890,11.18289245,772501,13.55738858,9.9,37.6,36.6,38.7,2.68,52.1,15.4,33.3,8.3,24.3,20.9,3.039749159,62.1,7.5,73.3,61.6,54.3,25.9,14.1,78.83273756,2.595851085,9.51151338,2.252719804,52.72049671,4.729251068
1630,7.396335294,692,6.539585956,162.4,414.6,42722,10.66246929,298563,12.60673624,17.3,43.9,42.6,45,2.64,49.1,21.8,32.6,4.7,33.4,12.8,2.549445171,48,12.4,53.6,37.7,31.6,42.8,24.5,73.1630591,19.29994514,1.760032777,3.082227454,49.87210143,5.736951023
97,4.574710979,43,3.761200116,181.8,405.7,46521,10.7476591,18109,9.804164331,15.3,45.4,45.7,45.2,2.53,48.3,21.2,27.9,2.3,34.8,10.1,2.312535424,52.1,7.2,66.8,49.6,42,33.3,16.7,60.91797936,35.92069527,0.10320478,0.401955459,52.5142173,5.455508475
788,6.66949809,232,5.446737372,139,443.4,97936,11.49206948,211672,12.26279319,5.6,38.9,37.9,39.6,2.86,66,16.2,30.4,18.8,16.4,35.8,3.577947893,65.5,4.2,86.6,75.7,64,16.5,7.4,89.77218033,4.374899727,3.560685063,0.64074282,69.98906129,4.474464442
623,6.434546519,227,5.424950017,175.1,485.9,71294,11.17456745,106869,11.57935906,8.3,42.6,41.4,43.7,2.52,54.5,14.6,27,13.2,34,19.7,2.980618636,61.3,9,76.9,62.9,58.3,26.3,12.4,89.1518848,4.11560629,2.70829836,2.343647996,54.94516044,4.839230894
179,5.187385806,78,4.356708827,208,499.6,37968,10.54449898,31439,10.35580444,21.7,38.4,35.7,40,2.65,46.6,28,36.5,4,41.1,9.7,2.272125886,52.3,9.2,57.5,42.3,36,42.2,25.3,79.74804352,17.14703824,0.334033212,0.34039575,45.89769997,7.155147691
781,6.66057515,267,5.587248658,152.5,450.2,47966,10.77824771,208861,12.24942424,22.6,29.3,28.2,30.7,2.38,39.3,4.3,14.3,14.3,22.8,22.3,3.104586678,59.6,6.5,77.3,65.5,54.5,24.6,13.5,73.38384378,12.5880855,9.985128738,0.978295734,39.72870157,3.467190704
479,6.171700597,163,5.093750201,147.7,409.3,44490,10.70301972,150965,11.9248033,24.9,31.4,32.2,30.4,3.19,44.3,20.3,30.7,3.3,24.8,9.7,2.272125886,64.25411555,13,55.9,45.5,36.6,37.6,25.7,68.40421727,6.223261235,3.709982914,15.65384972,50.93372479,6.638754179
34,3.526360525,21,3.044522438,222.4,372.9,45997,10.73633146,5306,8.576593535,12.2,47.1,45.3,48.3,2.13,56.1,14.3,43.6,6.5,42.1,15.8,2.76000994,57.65700346,4.3,69.8,53.56438491,39.8,34.3,13.7,97.88602941,0.294117647,0.863970588,0.018382353,49.06037585,7.641509434
561,6.329720906,227,5.424950017,189.6,477.3,40124,10.59972994,104173,11.55380826,20.1,39,37.6,40.5,2.62,46.9,18,36.1,5,33.1,13.3,2.587764035,54,8.3,63.4,48.4,40,36.7,20.7,69.70656982,26.4251357,0.764966098,0.823883942,46.61581243,5.664585192
499,6.212606096,215,5.370638028,190,457.8,40921,10.61939866,79545,11.28407818,20.2,43.4,41.4,44.8,2.61,54.7,13.8,48.2,3,34.3,11.5,2.442347035,48.1,7.8,54.3,69.45045893,33.4,39.3,21.8,89.31102562,6.80368533,0.592285107,1.157993318,55.24848892,5.769695505
11,2.397895273,4,1.386294361,93.8,330.6,67344,11.11756909,2450,7.803843304,8.3,51.7,51,52.3,2.07,64.5,11.2,34.6,13.1,34.3,18.6,2.923161581,63.5,0.7,83.4,60.5,43.1,27.2,6,95.67847882,0.475367329,0.864304235,0,58.37187789,14.4
2919,7.978996371,1252,7.132497552,186.9,451.9,42994,10.66881585,532258,13.18488361,19.7,39.4,37.5,41.2,2.32,44,15.7,26.7,7.9,28.8,15.3,2.727852828,35.75883991,9.4,64.7,25.8413472,44.3,37.8,22.4,73.67239767,20.6509256,1.973535071,0.686821679,40.44286375,5.362001513
373,5.92157842,131,4.875197323,162.1,437.7,48287,10.78491765,88856,11.39477236,17.3,37.5,35.6,39.3,2.91,46.4,18.8,40,5.8,31.2,17.4,2.856470206,55.9,11.2,62.2,49.3,44,28.6,15.8,44.24805238,49.2894213,1.965454943,2.212862913,48.17540425,5.788659325
81,4.394449155,36,3.583518938,187.7,427.3,38742,10.56467956,15107,9.622913492,17.9,37.9,34.9,42.1,2.62,49.7,17.3,51.6,3.1,34.8,8.9,2.186051277,54.9,7.7,54.5,39.6,35.3,37.9,21.2,87.92244871,4.176349512,0.351902264,4.335701481,46.70476871,7.608695652
286,5.655991811,125,4.828313737,149.1,345.3,60650,11.01287491,77390,11.25661285,10,39.7,38.7,40.5,2.64,54.7,9.3,21.9,11.7,27.9,19.1,2.949688335,59.1,6.5,80.6,63.1,57.7,28,11.3,93.60379689,1.56816852,1.388726351,0.607242702,56.7383997,4.540884719
184,5.214935758,70,4.248495242,157.6,455.2,45316,10.72141545,34445,10.44711913,16,37.1,36.4,38.4,2.65,58.2,37.3,35.4,2.7,43.3,8.4,2.128231706,61.2,4.8,56.6,41.9,34.1,34,17.6,97.12034301,0.402688452,0.446144041,0.625760473,57.41970774,9.86429301
100,4.605170186,37,3.610917913,169.8,479.3,40590,10.61127701,14766,9.60008252,20.7,43.7,42.1,44.8,2.45,50.5,18.6,39.1,7.3,31.7,11.1,2.406945108,48.3,8.8,57.3,42.1,36.9,45.6,25.7,90.84310069,6.006925946,0.419552477,0.186467768,47.16886588,4.987212276
178,5.18178355,83,4.418840608,224.4,478.6,34526,10.44946794,34167,10.43901554,25.9,36.5,35.2,37.8,2.81,40,24.7,40.4,8.7,36.7,10.7,2.370243741,48.6,10.3,51.5,40.6,34.4,42.9,27.7,48.81447648,50.17601024,0.046548163,0.122188927,41.16047144,6.394230769
2600,7.863266724,825,6.715383386,148.5,451,59286,10.99012847,674471,13.42168396,12.2,33.6,32.2,35.4,2.6,53.8,11.5,29.8,7.8,21,21.9,3.086486637,57.3,8.4,72,56.2,39,29.1,15.6,80.2506473,6.03916803,2.738525611,4.530368353,53.08353072,6.187072813
2648,7.881559917,832,6.723832441,161.7,514.4,70299,11.16051285,474558,13.07013912,14.5,39.3,37.6,40.9,2.81,51.2,10.4,26.3,15.6,32,18.4,2.912350665,55.2,6.9,70.3,59.8,55.9,31.6,20.2,75.33128316,10.53037053,8.027201094,3.674856767,54.52999083,4.517034138
225,5.416100402,85,4.442651256,137,396.8,44490,10.70301972,33211,10.41063643,16.2,50.1,48.6,52.8,2.31,57.1,16.2,31.9,2.9,28.4,17.4,2.856470206,49.1,6.9,62.8,37.4,28,41.9,17.1,90.33041788,3.914601555,0.622570457,2.857750243,56.36203995,4.726613966
418,6.035481433,159,5.068904202,198.4,534.1,47547,10.76947397,62230,11.03859248,14.6,42.9,41.7,44.4,2.45,49.1,21.2,38,6.8,41.6,11.7,2.459588842,55.5,9.5,68.5,50,45.2,39.3,19.7,94.01754386,3.231259968,0.473684211,0.622009569,50.60032182,4.671621417
224,5.411646052,78,4.356708827,159.2,474.1,49117,10.80196049,40444,10.60767358,13.1,39.3,37.9,40.7,2.62,52.7,12.6,31,3.6,46,10,2.302585093,60,5,70.1,53.9,48.9,29.6,13.4,96.81116716,1.011336962,0.684213155,0.471957249,58.05982551,4.883318928
35,3.555348061,16,2.772588722,123.9,261.1,40590,10.61127701,15772,9.665991495,29.2,30.6,29.1,31.9,3.75,44.4,30.5,36.5,1.6,31.5,11.2,2.415913778,46.7,8.4,45.4,68.78318393,32.5,35.8,25.1,49.63041183,0.16499472,0.739176346,0.574181626,54.065766,4.937906564
346,5.846438775,156,5.049856007,176.8,399,44207,10.69663843,62194,11.03801381,14.6,54.6,44.2,46.7,2.36,53.5,14.7,40.7,6.3,35.3,9.4,2.240709689,53.9,7.7,66.2,50.12711644,42.6,36.2,18.6,74.84473039,21.41765137,0.3423894,1.57658375,51.5913601,4.194566305
85,4.442651256,32,3.465735903,156.5,404,61762,11.03104357,19162,9.86068443,9.6,48.1,39.4,41.4,2.64,59.8,7.1,52.3,2.6,34.9,15.7,2.753660712,60,7.4,69.7,22.43059554,50.3,26.1,13.8,88.44650966,6.58464463,1.24089133,1.019115007,58.64154127,3.450671607
77,4.343805422,27,3.295836866,159.8,421.7,38694,10.56343983,9706,9.18049953,24.6,51.9,48.9,56.7,2.15,49.7,20.3,37.7,2,30.2,11.3,2.424802726,33.9,14.3,61.6,39.5,34.1,49.5,24.3,49.70186963,48.1859525,0.141485599,0.212228398,51.86110417,6.423357664
296,5.690359454,125,4.828313737,224.8,536.6,29749,10.3005508,46371,10.74442954,29.1,39.2,37.4,41.2,2.54,46.8,23.9,43.1,2.7,40.5,8.3,2.116255515,41.9,15,47.4,33.5,28.6,47.7,29,67.52513103,30.13145459,0.206203282,0.184723774,45.29652352,6.368497812
81,4.394449155,40,3.688879454,227.4,465.4,44111,10.69446446,14811,9.603125427,18.7,41.9,41.6,42.7,2.56,56.2,12.9,41.1,3.7,40.2,7.6,2.028148247,48.8,9,61.9,47.6,40.3,40.4,22.1,89.67242325,0.212445175,0,0.390625,54.94211932,3.240589198
121,4.795790546,54,3.988984047,216.4,482,34010,10.43440988,25229,10.13574941,28.2,36.2,35.3,38.5,2.46,43.4,46.4,27.2,0.6,38,6.9,1.931521412,35.5,7.9,57.2,42,35.2,37.2,20.8,61.03865307,28.98980318,0.343846336,6.61607778,50.55837563,8.461219411
18,2.890371758,8,2.079441542,145.7,411.7,52758,10.8734707,2320,7.749322465,11,52.5,52.8,52.2,2.11,58.5,32.3,10.8,0,40.7,16.7,2.815408719,60,0.5,77.2,45.96760665,37.3,34.5,12.3,93.23797139,0,1.473775466,0,51.89393939,5.80474934
51,3.931825633,19,2.944438979,129,323.1,44817,10.71034281,16203,9.692951689,17.8,35.8,36,34.3,3.17,49.4,30,34.1,7,35.2,6.6,1.887069649,52,4.8,64.1,54,50.7,23.9,12.7,84.79787436,4.289238945,0.158157778,9.318656292,55.31228394,5.522288756
273,5.609471795,116,4.753590191,185.9,443.5,38895,10.56862099,65664,11.09230611,22.7,30.2,29.5,30.6,2.52,43.9,9.1,16.4,5.1,28.1,15,2.708050201,53.6,8.6,58.2,45.5,34,29.3,17.2,76.16090095,18.33635989,1.599243106,2.067723673,44.56630944,4.912890034
1962.667684,7.58205989,37,3.610917913,180.2,453.5494221,44199,10.69645744,16398,9.704914655,17.4,35.9,34.1,37.4,2.53,45.6,5,22.8,8.7,41,12.7,2.541601993,57.3,7.3,69.3,53.1,46,32,15.6,90.57295737,4.094270426,0.336680094,0.402813684,47.107575,6.012884753
39,3.663561646,15,2.708050201,142.1,392,53290,10.88350398,9367,9.144948153,13.6,30.1,27.2,32.2,2.33,53.9,3.6,17.7,2.4,20.5,25.8,3.250374492,66.8,3,82.7,66.6,57.2,22.2,9.1,95.25729443,3.342175066,0.021220159,0.732095491,58.74285714,5.981533521
1962.667684,7.58205989,326,5.786897381,221.8,453.5494221,37087,10.52102178,163369,12.00376672,24.4,33.3,32.4,34.2,2.71,41.7,24.7,33.7,6.8,32.9,10.7,2.370243741,58.7,11.2,51.4,40.6,36.8,35.3,23.6,61.71100581,24.28018855,3.453229357,6.453117421,38.97061322,6.377617291
234,5.455321115,86,4.454347296,169.2,486.3,43490,10.68028631,37071,10.52059027,16.3,39.7,36.4,42.8,2.27,45.5,10.9,24.6,4.7,32.5,13.5,2.602689685,55.6,8.4,68.9,50.7,44.6,39,19.7,91.92385038,4.300844617,1.088617777,0.740045583,44.12405147,6.438050191
281,5.638354669,114,4.736198448,192,457.7,49698,10.81371997,75370,11.2301646,13,34.8,32.9,36.2,3.05,52,25,38.3,2.1,35,11.5,2.442347035,59,10.1,62.1,52.3,46.4,28.5,18.3,80.50602677,11.57862578,3.500805421,1.976059546,55.19524618,5.318186956
80,4.382026635,35,3.555348061,162.2,372,39625,10.58721551,14058,9.550946908,17.4,45,42.2,48,2.36,52.2,12.6,31.2,0.2,28.3,10.5,2.351375257,49.3,9.2,56.6,56.93310066,33.4,43,24.7,82.67255051,1.834103289,0.68261739,8.2534648,50.56642636,3.897032535
164,5.099866428,66,4.189654742,183.7,466.6,40862,10.61795581,27895,10.23620274,18.6,41.2,39,42.6,2.62,51.8,24.3,49,1.8,37,10.6,2.360854001,51.4,8.3,52.2,38,31.9,37.2,21.5,90.58772967,2.449768991,0.390387164,3.996991512,49.61181594,4.602721317
110,4.700480366,54,3.988984047,194.4,417,40267,10.60328755,20826,9.943957485,17.5,40.6,39.1,41.9,2.5,53.3,16.2,38.4,3,41,10.1,2.312535424,57.9,5.4,59.7,44.3,37.8,37.4,18.6,96.17779481,0.905259124,0.694510968,0.086215155,51.61691542,5.078698846
71,4.262679877,28,3.33220451,197.9,468.9,43111,10.67153346,12388,9.424483541,19.9,43.5,42.6,44.5,2.72,48.8,25.8,21.6,7.5,35.6,8.4,2.128231706,48,11,57.5,45.6,40.4,38.3,23.4,73.80173858,22.93643831,0.901188293,0.047850706,51.98325253,2.190865206
26,3.258096538,11,2.397895273,147.4,372.9,41248,10.62735791,5557,8.622813673,18.3,37.8,35.8,44,2.24,41,19.5,47.4,1.6,42.2,11.6,2.451005098,32.8,6.3,64.2,48.4,39.7,43.4,25.9,84.51989777,11.15370573,0.091274188,0.912741877,51.28205128,5.208333333
37,3.610917913,16,2.772588722,213.4,534.8,40701,10.61400794,4874,8.491670234,17,42.3,41.5,43.1,2.39,58.4,15,36.5,1.9,38.2,7.9,2.066862759,52.4,6.8,55.9,41.8,35.1,43.2,26.7,96.56902087,1.565008026,0.080256822,0.060192616,54.58960661,5.540166205
451,6.11146734,170,5.135798437,178.8,474.3,48908,10.79769626,74877,11.22360205,16.3,42.2,41.5,42.9,2.54,45.5,20.3,29.3,8.4,34,12.3,2.509599262,52.2,11.5,62.2,62.22865736,42.2,41.4,23.7,81.23411503,8.594261758,1.635005895,4.521158129,45.25418955,5.516819572
1962.667684,7.58205989,17,2.833213344,146.8,453.5494221,48449,10.78826698,5771,8.660600655,10.2,46.5,45.1,48.4,2.25,59.1,17.9,31.6,11.3,40.5,15.8,2.76000994,63.9,2.8,78.6,58.2,45,33.7,12.2,97.2107438,0.378787879,0.154958678,1.136363636,54.22507008,5.539070228
55,4.007333185,27,3.295836866,211.2,435,38338,10.55419685,9183,9.125109228,20.3,43,42.4,43.8,2.4,57.4,17.9,53,8.1,37.9,7.2,1.974081026,49.7,7.1,61.7,45.2,41.3,38.2,18.3,97.40837129,1.225330731,0.043374539,0.086749078,54.51398136,4.350132626
121,4.795790546,47,3.850147602,148.2,414.2,47041,10.75877484,19836,9.895253748,13.8,44.9,43.7,45.6,2.48,60,21.8,33.3,3.5,41.6,11.9,2.4765384,57.6,4,66.4,50.6,42,32.4,16,78.05002813,6.972223643,0.383651338,12.84464679,57.84962992,5.642384106
183,5.209486153,58,4.060443011,126.4,379.6,62529,11.04338573,58095,10.96983488,10.2,35.9,35.8,36.1,2.72,57.8,29.1,33.1,8.1,26.1,19.6,2.975529566,66.5,6.9,58.2,53.39836129,39.5,23.3,14,88.09306889,0.872520849,0.737613007,7.099306188,58.66550286,4.502177282
1962.667684,7.58205989,15,2.708050201,149.6,453.5494221,46961,10.75707275,6343,8.755107122,12.4,44.2,41.1,48.8,2.08,51,20.9,27.9,8.4,32.2,15.2,2.721295428,51.7,4.3,78.3,54.9,44.6,31.7,13.2,90.28081123,3.83775351,0.327613105,1.700468019,51.06382979,7.773512476
231,5.442417711,86,4.454347296,182.7,516.3,42414,10.65523378,35173,10.46803402,16.7,39.8,38.1,41.5,2.38,52.2,22.8,21,5.7,36.7,11.1,2.406945108,57.1,8,67.9,49.8,44.7,38.9,18.9,92.01189296,2.061446977,0.897635566,3.508424182,49.41006003,6.180279523
499,6.212606096,215,5.370638028,206.1,463.1,56737,10.94618183,111901,11.62536983,13.2,38.4,38,38.6,2.63,51.8,17,40.8,10,38.2,12.7,2.541601993,58.7,9.7,70,46.36813753,49.7,33.1,17.3,87.80122144,7.333247489,1.052205585,0.905963725,51.52350516,4.872468117
48,3.871201011,17,2.833213344,139.2,397.2,40328,10.6048013,7829,8.965590067,19.3,57.9,48.2,48.5,2.08,52.6,7.7,54,4.5,33.4,12.1,2.493205453,45.9,10.6,54.7,36.5,29.9,48.3,25.6,90.28309105,0.612088753,0.816118337,2.384595766,47.56097561,2.9390681
1080,6.98471632,398,5.986452005,170.8,477.4,56718,10.9458469,180143,12.10150626,13.7,43.1,42.1,44.3,2.44,46.9,10.6,30.1,10.5,30.2,16.5,2.803360381,56.4,9.3,70,70.36883958,48.5,34.7,17.8,86.63872035,5.863761721,1.879757308,1.701047987,46.72683306,4.324719649
93,4.532599493,39,3.663561646,214.2,506.8,41136,10.62463893,18070,9.802008384,19.5,36.8,35.4,39.1,3,49.3,13.2,34.6,6.1,34.4,10.4,2.341805806,48.4,9.7,55.8,36.86086428,37.3,37.4,23,78.69062187,19.19012126,0.150183558,0.022249416,56.29770992,6.422857143
208,5.33753808,87,4.465908119,151.4,382.1,46336,10.74367448,40946,10.6200094,15.5,44.2,42.4,45.5,2.4,58.6,29,40.7,2.7,31.6,15.3,2.727852828,51.6,10.2,54.1,37.2,29.7,42.8,24,92.58115889,0.646821022,0.438564253,3.192453755,54.41316794,3.819022136
47,3.850147602,20,2.995732274,148.3,345.2,39006,10.57147076,14732,9.597777278,24.8,35.6,34.5,39.1,3.06,44.7,25,48.4,0.1,25.8,8.5,2.140066163,41.8,6.7,53.9,41.6051801,39.9,35.3,23.4,82.97482192,3.907186685,0.846322026,8.999224205,50.45748116,8.634992459
167,5.117993812,76,4.33073334,193.9,441.5,49945,10.81867768,32609,10.3923436,12.6,38.4,37.2,40.1,2.76,52.6,20.2,42.3,4,45.6,10.4,2.341805806,59.8,7.3,68.7,53.98319547,50.2,30.4,15.9,92.79731993,1.239530988,0.2680067,4.385564185,53.92081079,5.349679576
219,5.38907173,132,4.882801923,214.4,362.3,36627,10.50854095,49605,10.81184691,24,39.7,38.3,40.9,2.67,52.6,22.5,42.7,1.4,39.8,8.5,2.140066163,46.6,9.4,49.4,36.7,31.7,39.5,23.7,75.39429648,2.416882102,0.438886551,2.711477184,52.40585774,5.913091309
3322,8.10832229,1373,7.224753406,186.1,454.5,48226,10.78365357,776864,13.56302058,17.9,34.2,33,35.5,2.53,46.7,17.1,29.6,9.8,25.3,19.8,2.985681938,60.8,6,61.5,48.9,42,31.4,18.7,68.89592832,14.79376524,3.242365603,3.267150885,43.15419198,6.473896102
48,3.871201011,23,3.135494216,174.8,372.4,31829,10.3681331,10886,9.295232839,29.1,37.1,36,37.4,2.75,44.9,37.6,28.4,5.5,34.9,10.2,2.32238772,49.4,8.1,44,30.3,25.1,41.3,25.7,66.76638564,24.35862569,3.118484272,4.732118575,44.56382707,3.962338172
